Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Source Port,Destination Port,Label
3913302,3348,4,100,0,2737,80,DDoS
6076,15,19,145,1872,40305,779,BENIGN
5243,19,13,112,3517,17294,606,BENIGN
1203833,3580,1,87,0,46487,80,DDoS
13245,12,52,10172,28980,4325,445,Infiltration
3768,12,4,867,3734,59066,608,BENIGN
83789,77,100,41933,37163,36553,445,Infiltration
6026,15,7,832,1022,41545,763,BENIGN
3270627,2704,7,70,0,15554,80,DDoS
6288,5,18,464,3371,21934,677,BENIGN
3693,9,8,1260,4100,32739,528,BENIGN
401016,2146,6,93,0,8277,80,DDoS
51504,99,52,26570,41793,44733,445,Infiltration
2119,20,9,620,3219,37317,894,BENIGN
86,2,0,0,0,34154,53662,PortScan
5333,13,6,1392,3877,36783,947,BENIGN
1484,5,2,1116,879,27804,486,BENIGN
81,2,0,0,0,21829,46676,PortScan
2438943,3411,10,89,0,47120,80,DDoS
7992,18,5,1331,3497,39039,329,BENIGN
1274,11,16,830,973,37157,764,BENIGN
35,2,0,0,0,36814,13673,PortScan
7510,13,5,859,4182,6430,6,BENIGN
6756,6,10,594,3498,31625,601,BENIGN
18955,22,50,750,762,23605,8080,Bot
8204,7,11,1270,2386,33833,756,BENIGN
4155218,4864,6,99,0,9482,80,DDoS
3563,1,16,891,4614,20185,238,BENIGN
9318,10,12,1107,4361,43844,90,BENIGN
127,19,15,597,1605,15030,235,BENIGN
1590,18,5,421,552,23231,227,BENIGN
4890820,3373,0,88,0,4663,80,DDoS
2524206,4484,10,64,0,11026,80,DDoS
6658,3,14,1234,4714,8843,403,BENIGN
16,2,0,0,0,40783,34168,PortScan
2188,6,3,406,2764,20703,173,BENIGN
68,2,0,0,0,62875,47098,PortScan
8732,5,16,814,4269,60586,427,BENIGN
241,1,10,915,3863,42187,834,BENIGN
3332,9,4,603,317,48557,802,BENIGN
56001,16,80,1551,14819,11466,445,Infiltration
4286,5,13,1353,3653,8568,854,BENIGN
4493,16,17,292,4092,48183,762,BENIGN
1195,4,3,1055,1352,12259,824,BENIGN
7907,14,6,643,3488,42890,349,BENIGN
20846,47,50,990,661,50240,8080,Bot
4174,12,1,884,1045,50650,541,BENIGN
20896,11,70,26156,26390,11076,445,Infiltration
2933,4,2,1274,2052,64147,1017,BENIGN
7832,18,19,1435,4498,3203,684,BENIGN
7235,17,5,152,4165,40832,893,BENIGN
83,2,0,0,0,56606,47001,PortScan
3721347,2677,9,72,0,53214,80,DDoS
4217,13,8,915,1952,3068,567,BENIGN
7872,7,9,1179,697,38072,669,BENIGN
2343,8,9,497,1655,63334,215,BENIGN
5138,16,7,899,93,33823,765,BENIGN
3735,12,14,1346,281,35907,336,BENIGN
9864,14,41,28274,13588,50983,445,Infiltration
5446,15,14,1144,4882,2986,915,BENIGN
7926,12,4,841,2510,4007,191,BENIGN
1601,3,5,532,3858,29153,226,BENIGN
45563,93,99,27315,11176,23112,445,Infiltration
1900,10,5,1255,4165,10703,576,BENIGN
45693,36,16,749,386,17011,8080,Bot
3440,7,1,807,2530,48293,756,BENIGN
39,2,0,0,0,58200,62014,PortScan
8571,11,2,74,1493,38605,204,BENIGN
6844,13,11,524,2653,39807,899,BENIGN
2709,7,6,862,2616,11592,349,BENIGN
814,1,17,1171,2145,24210,539,BENIGN
3430,6,12,127,4271,64301,707,BENIGN
6413,19,2,439,3061,46697,27,BENIGN
558367,3369,0,64,0,48665,80,DDoS
706189,4753,1,98,0,11274,80,DDoS
23,2,0,0,0,39189,57590,PortScan
4596,4,10,183,346,38484,94,BENIGN
92,2,0,0,0,16452,3187,PortScan
54563,31,17,151,528,64567,8080,Bot
6550,6,2,835,1013,63478,991,BENIGN
92,2,0,0,0,26209,54489,PortScan
19,2,0,0,0,4556,62035,PortScan
3808,1,10,1412,4880,42506,68,BENIGN
7151,17,9,728,3408,41097,943,BENIGN
4340,4,4,835,3485,18538,870,BENIGN
61,2,0,0,0,30680,6285,PortScan
3663,18,5,1401,4676,24787,469,BENIGN
2595627,3357,10,99,0,64789,80,DDoS
1734,10,17,1446,3281,34414,856,BENIGN
6770,2,10,175,1049,40884,231,BENIGN
7196,20,5,1262,368,46809,608,BENIGN
3539,7,20,777,1155,51719,971,BENIGN
8995,13,10,475,3811,33641,267,BENIGN
6092,18,18,1100,667,45283,422,BENIGN
8043,9,17,1033,1848,61856,105,BENIGN
1168,4,14,1021,1529,10621,588,BENIGN
2085,7,11,799,1862,43004,708,BENIGN
4672,4,4,925,4511,55994,626,BENIGN
724,2,17,194,3009,4268,989,BENIGN
7695,8,14,560,3015,11560,739,BENIGN
42,2,0,0,0,49069,29800,PortScan
37,2,0,0,0,55380,51182,PortScan
100,10,4,873,580,50420,114,BENIGN
78,2,0,0,0,61077,25166,PortScan
58480,49,32,563,881,19041,8080,Bot
4002,8,5,560,3154,55749,215,BENIGN
35,2,0,0,0,28729,26264,PortScan
16978,42,44,598,559,5108,8080,Bot
9393,20,14,1211,939,31729,586,BENIGN
6529,6,15,1195,357,7672,767,BENIGN
25714,40,38,975,325,1615,8080,Bot
9332,19,2,1117,568,51462,401,BENIGN
1829,15,2,1443,1616,41064,478,BENIGN
6303,10,5,823,3650,40883,70,BENIGN
31,2,0,0,0,49562,30183,PortScan
4603,10,12,166,2806,6640,765,BENIGN
52,2,0,0,0,37759,54220,PortScan
467,7,13,623,3437,20727,749,BENIGN
91933,71,84,4414,35435,20433,445,Infiltration
4742,10,11,1412,1918,1997,793,BENIGN
7047,12,5,614,1060,24011,19,BENIGN
8143,11,2,1036,4112,5927,363,BENIGN
46,2,0,0,0,18859,42558,PortScan
3709,5,3,208,1447,32195,435,BENIGN
8762,1,3,1032,1063,27781,657,BENIGN
89,2,0,0,0,32429,27586,PortScan
7046,3,20,929,2663,61880,434,BENIGN
4470,14,20,1428,3497,27154,960,BENIGN
3690,7,2,909,828,42629,893,BENIGN
4728,4,14,398,1292,58044,706,BENIGN
1881,5,6,1476,1531,44259,173,BENIGN
92,2,0,0,0,29118,55579,PortScan
9059,18,3,232,411,33515,938,BENIGN
93518,50,91,9928,49383,14767,445,Infiltration
2499,14,3,596,2929,1457,700,BENIGN
1500,19,7,198,3201,44278,65,BENIGN
4183,1,13,451,4680,49640,289,BENIGN
2249,1,10,1237,1098,34409,813,BENIGN
35154,60,85,33297,4078,15982,445,Infiltration
9943,6,11,986,3974,29149,14,BENIGN
79,2,0,0,0,47901,19776,PortScan
2936087,3119,4,86,0,42114,80,DDoS
61849,15,28,39043,31893,39469,445,Infiltration
4034,15,1,378,2835,31640,133,BENIGN
9308,16,3,502,1226,9037,237,BENIGN
57,2,0,0,0,31801,6739,PortScan
2046,16,15,537,4644,18006,409,BENIGN
5794,12,7,856,2183,24767,815,BENIGN
5418,4,9,298,979,61395,494,BENIGN
4595,2,13,342,4355,16957,19,BENIGN
1350,7,14,850,4710,55086,739,BENIGN
4274,11,8,1420,4559,40858,309,BENIGN
4032350,1637,6,92,0,54777,80,DDoS
35865,39,30,656,661,54150,8080,Bot
2291,4,8,1202,504,26264,477,BENIGN
6525,19,10,1416,569,25228,556,BENIGN
8416,9,17,93,1557,30579,118,BENIGN
85,2,0,0,0,57564,19711,PortScan
2017,16,20,1174,4688,18037,817,BENIGN
7800,11,9,313,962,44650,637,BENIGN
4735,19,10,555,1741,23112,874,BENIGN
13924,37,41,804,394,29352,8080,Bot
3512152,4390,10,79,0,40426,80,DDoS
4337,7,17,1182,1873,22515,526,BENIGN
2810,2,14,587,3840,9032,595,BENIGN
9551,18,19,825,67,17110,42,BENIGN
5638,20,20,459,1980,8952,536,BENIGN
25125,45,7,619,154,2662,8080,Bot
4368,3,11,770,1271,32990,342,BENIGN
2341,25,36,832,287,1790,8080,Bot
1625,15,13,1010,532,27095,600,BENIGN
9322,15,15,442,3161,61117,117,BENIGN
4375,2,7,910,4275,18095,899,BENIGN
8029,10,16,1291,1593,55253,552,BENIGN
92,2,0,0,0,47931,21069,PortScan
1969,8,6,911,3974,16906,199,BENIGN
3943,8,6,569,3659,48242,750,BENIGN
7913,17,5,965,1936,31181,541,BENIGN
9725,19,11,682,4510,16926,240,BENIGN
5829,13,4,200,4171,62044,324,BENIGN
8358,15,10,1169,2479,37349,332,BENIGN
58,2,0,0,0,35889,3562,PortScan
3915207,3495,8,70,0,15493,80,DDoS
3185972,2263,1,98,0,50059,80,DDoS
7331,20,11,895,3205,4291,631,BENIGN
2327,6,14,182,3968,31370,687,BENIGN
3328,17,9,1462,4776,4907,352,BENIGN
1431,13,7,614,891,2096,138,BENIGN
3126,1,3,1358,1706,7533,1001,BENIGN
861,1,10,1153,3386,2531,859,BENIGN
5835,14,20,1439,964,31959,767,BENIGN
7129,12,1,658,70,17578,205,BENIGN
36,2,0,0,0,9934,4588,PortScan
54251,9,18,698,114,57772,8080,Bot
7454,5,1,66,4336,14600,254,BENIGN
70,2,0,0,0,37966,22609,PortScan
6401,13,13,544,2400,33871,771,BENIGN
1046941,3635,4,67,0,1291,80,DDoS
6641,12,11,331,2617,33202,438,BENIGN
237603,2354,10,75,0,44035,80,DDoS
15907,30,9,611,357,14068,8080,Bot
3366,15,1,894,2919,1233,677,BENIGN
4798,17,17,1121,871,4721,678,BENIGN
58011,70,12,21986,35337,30461,445,Infiltration
67870,10,45,15280,3459,43190,445,Infiltration
4679,2,12,834,4396,18021,154,BENIGN
1308,8,4,931,830,27079,984,BENIGN
2838,11,15,163,3710,14041,170,BENIGN
5754,14,14,677,2500,1244,594,BENIGN
9039,7,10,1009,4542,48452,867,BENIGN
6614,11,15,765,2646,51954,558,BENIGN
9774,5,7,648,4300,54534,933,BENIGN
9709,19,6,751,3942,39994,609,BENIGN
39236,23,32,400,230,44336,8080,Bot
3581,8,20,1488,1908,50227,660,BENIGN
9810,3,20,758,733,58332,472,BENIGN
3346406,3401,3,97,0,47392,80,DDoS
8038,20,3,1309,3418,50060,831,BENIGN
8007,38,48,132,364,41934,8080,Bot
8813,14,6,921,3713,49450,82,BENIGN
81,2,0,0,0,29876,19674,PortScan
58,2,0,0,0,37778,54092,PortScan
43624,100,11,45111,2700,61268,445,Infiltration
2877,5,9,230,3497,63571,683,BENIGN
1343208,3763,6,91,0,31946,80,DDoS
15262,5,35,795,677,25906,8080,Bot
9389,7,20,1370,4529,19361,882,BENIGN
7301,17,7,666,2237,33257,10,BENIGN
1849903,3894,10,97,0,8973,80,DDoS
2908,4,19,940,2222,65501,310,BENIGN
4943,12,10,148,201,52605,697,BENIGN
5657,13,17,1459,971,17375,223,BENIGN
7330,20,7,1490,1589,25864,885,BENIGN
523,10,13,997,1961,17284,761,BENIGN
943,16,11,774,877,43970,747,BENIGN
7109,14,19,1108,4238,14582,951,BENIGN
2286,10,15,90,1844,33277,47,BENIGN
41,2,0,0,0,30495,39276,PortScan
20,2,0,0,0,7124,46066,PortScan
7149,17,14,480,2231,1992,672,BENIGN
2318,11,16,1408,3151,64496,270,BENIGN
4168,7,10,607,4431,48257,617,BENIGN
47,2,0,0,0,35177,52721,PortScan
2294,8,12,780,4966,37965,544,BENIGN
1218140,4527,8,74,0,49326,80,DDoS
2592920,1105,1,97,0,25738,80,DDoS
7928,16,18,883,4924,43638,918,BENIGN
6031,2,11,345,4128,59483,240,BENIGN
8263,17,18,336,3954,15054,325,BENIGN
7784,5,11,783,4082,48947,88,BENIGN
3950,17,9,1097,720,9030,171,BENIGN
3847,8,5,1349,3934,20896,1008,BENIGN
559,15,5,673,246,47873,763,BENIGN
58,2,0,0,0,53279,58162,PortScan
24620,86,18,25614,4407,37494,445,Infiltration
304,7,3,1109,3461,48506,394,BENIGN
4486137,1864,0,85,0,19276,80,DDoS
9517,18,19,436,375,4547,1021,BENIGN
7211,6,11,308,1722,21236,636,BENIGN
3890,20,31,455,160,15892,8080,Bot
4702,19,3,1304,4991,48856,690,BENIGN
19080,18,10,837,580,62016,8080,Bot
9163,10,19,1135,1289,40022,613,BENIGN
5228,14,19,818,1387,27076,338,BENIGN
6328,6,10,917,4722,36061,211,BENIGN
7117,3,15,1434,2200,54998,405,BENIGN
5077,11,16,1401,270,15138,642,BENIGN
1729,2,5,809,3706,11804,600,BENIGN
2529,6,12,436,731,43615,332,BENIGN
2354,14,14,206,4126,31349,189,BENIGN
7247,11,14,136,1758,1569,728,BENIGN
7722,6,12,1495,3846,25016,542,BENIGN
6288,11,13,1050,263,32084,374,BENIGN
3498381,3999,7,85,0,33467,80,DDoS
2208409,2513,8,80,0,29788,80,DDoS
17130,6,26,706,995,42040,8080,Bot
972,13,8,527,277,56169,249,BENIGN
7891,20,11,279,112,54840,890,BENIGN
47,2,0,0,0,47487,48586,PortScan
7224,1,11,524,1240,38866,369,BENIGN
4602,12,19,1142,2292,64820,991,BENIGN
9554,1,12,1228,4201,35435,592,BENIGN
7392,13,7,559,4959,3823,730,BENIGN
60,2,0,0,0,40703,21678,PortScan
1612,5,7,413,3372,17655,890,BENIGN
14289,44,9,277,236,28837,8080,Bot
8210,4,18,574,3704,61048,121,BENIGN
14768,74,81,42885,47679,2445,445,Infiltration
2796,15,11,214,4699,17295,822,BENIGN
9346,3,7,1203,90,59552,426,BENIGN
4873083,4854,4,84,0,10733,80,DDoS
76,2,0,0,0,18760,12121,PortScan
126,19,17,1107,696,44020,658,BENIGN
4994,20,20,816,2710,33150,854,BENIGN
25416,23,23,19742,43203,4374,445,Infiltration
5302,16,4,450,4134,25938,646,BENIGN
9675,18,18,1343,684,17613,454,BENIGN
27,2,0,0,0,46587,32411,PortScan
2076551,2580,4,87,0,47377,80,DDoS
3472,19,3,409,918,16724,365,BENIGN
2705109,2054,2,68,0,53583,80,DDoS
891221,3259,3,64,0,5946,80,DDoS
4358,1,11,1004,1790,23644,369,BENIGN
9202,19,16,96,2069,12190,215,BENIGN
5091,16,1,1077,1084,46986,338,BENIGN
8327,18,2,1115,2150,35156,111,BENIGN
2410,4,11,590,371,1359,295,BENIGN
1277,15,9,83,1302,61420,815,BENIGN
3018666,3453,3,78,0,32296,80,DDoS
5684,7,6,1343,3836,33470,557,BENIGN
2346,16,18,102,4984,23590,174,BENIGN
372,18,4,639,198,8189,460,BENIGN
59869,37,9,187,917,55566,8080,Bot
1419407,1714,0,80,0,10069,80,DDoS
9593,13,3,978,4483,53183,801,BENIGN
7655,7,20,1137,1866,62650,524,BENIGN
1656,1,9,568,1198,31998,189,BENIGN
4834,15,12,1345,65,50712,230,BENIGN
8501,8,6,785,3541,53650,1011,BENIGN
2596,16,4,845,2542,2240,559,BENIGN
1797,10,13,1428,1787,38676,754,BENIGN
7918,9,17,935,4410,47006,258,BENIGN
3395,9,20,91,1413,51148,5,BENIGN
9894,20,9,1449,549,4334,943,BENIGN
1154,3,7,1103,2413,7761,545,BENIGN
9763,18,20,624,2545,19465,216,BENIGN
5224,4,20,1327,3836,59768,607,BENIGN
9933,14,4,1236,1943,25341,943,BENIGN
5029,1,16,547,3379,38283,976,BENIGN
1579,9,3,1391,120,4084,135,BENIGN
1711445,1760,8,82,0,65062,80,DDoS
4271,9,8,1277,3322,39716,220,BENIGN
8711,14,10,243,2780,22203,259,BENIGN
8012,20,17,1108,3496,6121,222,BENIGN
7727,2,14,768,3677,13299,635,BENIGN
27983,49,58,39636,4225,12545,445,Infiltration
6230,4,9,749,2641,22601,666,BENIGN
8856,4,5,415,1537,43656,331,BENIGN
4307,7,6,664,3461,47813,840,BENIGN
30,2,0,0,0,32800,28029,PortScan
3647,10,19,1269,2038,56691,325,BENIGN
9209,16,8,1034,1052,38786,635,BENIGN
6817,20,16,635,2719,59109,576,BENIGN
4912,8,15,916,2769,4292,114,BENIGN
3047,8,19,982,1597,63572,51,BENIGN
7492,17,13,405,2315,38895,910,BENIGN
9250,6,13,349,133,52259,815,BENIGN
8739,18,16,1144,3790,37886,1004,BENIGN
7229,19,10,1240,2240,54462,54,BENIGN
2703,3,19,1228,3631,54974,661,BENIGN
2070,13,17,192,119,46208,346,BENIGN
8930,5,3,917,4719,8444,139,BENIGN
2842,5,15,804,1591,31340,134,BENIGN
3443,7,14,266,1875,20323,223,BENIGN
3605,4,9,324,1697,26445,444,BENIGN
7207,2,7,1336,1177,59548,1008,BENIGN
101,13,15,546,1770,49634,366,BENIGN
1800,15,2,708,2272,19201,855,BENIGN
6820,18,18,119,1474,15196,241,BENIGN
2001,15,10,1080,1980,38798,813,BENIGN
485,1,14,128,4827,32836,871,BENIGN
42706,49,6,139,660,48762,8080,Bot
4670,18,15,1079,1275,6476,919,BENIGN
2945530,1789,10,98,0,48698,80,DDoS
1378551,3762,4,82,0,56854,80,DDoS
4572,6,4,1073,1874,28315,254,BENIGN
4414106,3174,1,94,0,54163,80,DDoS
91,2,0,0,0,10307,57345,PortScan
2983,6,6,309,2809,7788,168,BENIGN
22,2,0,0,0,38020,11832,PortScan
5269,3,16,321,1380,12392,464,BENIGN
7959,3,3,344,3295,57210,59,BENIGN
8730,20,6,1031,1903,44495,302,BENIGN
1383,14,10,586,1768,57045,437,BENIGN
7433,15,3,1467,3115,9819,240,BENIGN
1512,4,12,492,3467,11503,512,BENIGN
2163,2,12,1066,3288,17076,322,BENIGN
7956,5,2,1363,2365,36514,47,BENIGN
2568,7,5,936,1341,34574,405,BENIGN
6405,12,11,493,4473,22067,474,BENIGN
28231,5,30,169,717,10425,8080,Bot
3205,10,16,126,4699,41788,567,BENIGN
7418,12,1,273,4909,37664,493,BENIGN
43,2,0,0,0,45418,37121,PortScan
4400,13,15,1255,912,37695,525,BENIGN
4501,4,3,543,2195,15475,539,BENIGN
2833852,1005,4,67,0,22567,80,DDoS
1736,17,4,810,1157,36939,94,BENIGN
8502,3,18,1196,1771,37621,765,BENIGN
3133,6,3,992,2528,33620,780,BENIGN
3244811,2213,7,88,0,21347,80,DDoS
4105095,1271,5,88,0,50184,80,DDoS
1163,13,9,1265,859,51183,634,BENIGN
3170,18,3,341,4184,54433,191,BENIGN
9921,14,12,84,3887,40246,40,BENIGN
6603,9,18,90,463,10734,935,BENIGN
283,5,12,944,792,59641,33,BENIGN
47242,5,9,371,384,32912,8080,Bot
5894,7,9,590,872,9073,938,BENIGN
6763,12,16,1384,3820,40320,442,BENIGN
55,2,0,0,0,56508,25339,PortScan
55,2,0,0,0,47773,10826,PortScan
327443,3692,10,64,0,35237,80,DDoS
5828,4,9,1405,675,22214,125,BENIGN
3962097,3481,4,69,0,64359,80,DDoS
1757,11,17,450,936,45566,563,BENIGN
2471,2,2,503,245,7627,411,BENIGN
2052,3,17,756,4226,28315,651,BENIGN
49668,99,88,36896,9203,40907,445,Infiltration
3739,5,7,1429,1022,62959,519,BENIGN
2951,11,6,655,4989,62143,668,BENIGN
79624,85,66,27716,5484,35015,445,Infiltration
3647,17,6,1215,535,5477,823,BENIGN
6448,17,2,157,2512,33853,214,BENIGN
7166,15,7,920,3422,43997,635,BENIGN
4064,10,6,1383,2620,13511,692,BENIGN
7502,9,8,743,2326,15290,361,BENIGN
5622,8,1,412,3851,55308,764,BENIGN
634,14,17,1120,4743,59834,179,BENIGN
24868,95,88,49834,9854,49690,445,Infiltration
1327,17,2,408,1908,22229,702,BENIGN
354182,1614,7,98,0,2739,80,DDoS
4071,6,3,1384,3172,27568,835,BENIGN
58,2,0,0,0,11980,47094,PortScan
5859,5,10,822,760,31422,980,BENIGN
579473,4416,10,90,0,63125,80,DDoS
8681,18,8,579,1174,57756,1012,BENIGN
27,2,0,0,0,44605,10860,PortScan
4294447,2226,8,91,0,51513,80,DDoS
1154,18,20,1421,1921,30166,47,BENIGN
9639,18,6,415,4904,6727,55,BENIGN
9147,7,16,1416,1955,37597,138,BENIGN
63,2,0,0,0,4114,65414,PortScan
4793875,4653,3,71,0,49001,80,DDoS
23,2,0,0,0,33429,13695,PortScan
3005,10,4,352,3547,27033,741,BENIGN
156,2,3,276,72,51454,146,BENIGN
209485,4569,0,90,0,30235,80,DDoS
6725,16,2,578,2303,34170,693,BENIGN
2671,17,10,750,2032,62314,462,BENIGN
1284,8,6,892,3490,51167,858,BENIGN
5860,5,9,981,1582,55813,731,BENIGN
2604,2,18,1222,3111,31565,738,BENIGN
9486,3,10,241,1815,47310,482,BENIGN
6994,17,5,1362,1117,19834,485,BENIGN
3557,7,3,1193,2197,10453,322,BENIGN
45,2,0,0,0,34755,37908,PortScan
8323,9,12,647,670,58228,790,BENIGN
2119,3,7,721,4389,23641,399,BENIGN
3470,6,14,627,725,65395,946,BENIGN
2657,14,14,858,2630,54860,851,BENIGN
9318,4,10,1284,1082,31045,456,BENIGN
135431,4460,4,79,0,23991,80,DDoS
3830,3,12,732,4412,34048,29,BENIGN
9737,2,20,1482,1703,47367,797,BENIGN
5277,5,16,835,357,40097,396,BENIGN
3435,8,5,587,2755,65094,267,BENIGN
3278443,3151,8,94,0,17618,80,DDoS
3806372,4625,6,89,0,22434,80,DDoS
6567,20,14,703,606,27299,932,BENIGN
16,2,0,0,0,10821,50695,PortScan
23774,21,22,352,165,32139,8080,Bot
8875,8,4,1429,923,29107,818,BENIGN
6865,5,16,597,4318,22147,376,BENIGN
9529,16,9,784,2085,58289,70,BENIGN
4415622,4299,3,87,0,42386,80,DDoS
13,2,0,0,0,29145,48835,PortScan
46497,34,19,676,909,49534,8080,Bot
4476,3,10,597,1207,10155,121,BENIGN
763989,4732,1,95,0,44844,80,DDoS
12878,28,45,129,887,53185,8080,Bot
23697,17,12,225,546,55664,8080,Bot
6837,12,15,1070,1607,4601,79,BENIGN
5270,13,7,455,766,53376,1024,BENIGN
100,2,0,0,0,25234,15200,PortScan
3892,10,8,606,4733,43402,234,BENIGN
2219300,3549,9,82,0,32571,80,DDoS
59478,13,99,27023,11173,37539,445,Infiltration
79,2,0,0,0,29170,32709,PortScan
2711778,4746,9,75,0,4679,80,DDoS
37,2,0,0,0,12995,12342,PortScan
23301,15,9,289,876,34882,8080,Bot
97,2,0,0,0,44557,57312,PortScan
46,2,0,0,0,9796,14471,PortScan
15043,18,37,780,347,44162,8080,Bot
7164,16,17,1014,3855,36287,15,BENIGN
6743,19,5,1269,1950,37469,822,BENIGN
1242773,3870,1,77,0,44313,80,DDoS
1288,18,27,959,814,6240,8080,Bot
2914,1,9,1268,2535,3264,924,BENIGN
4625,20,5,304,2462,16345,115,BENIGN
1949,10,8,343,3951,36849,621,BENIGN
38,2,0,0,0,54812,64878,PortScan
48,2,0,0,0,49996,6045,PortScan
24,2,0,0,0,5464,11971,PortScan
94306,49,23,36619,46075,16241,445,Infiltration
2586,15,20,1332,4277,52303,144,BENIGN
7978,11,10,1013,740,60816,493,BENIGN
7962,5,15,1215,899,31499,236,BENIGN
7543,6,10,228,3237,41388,596,BENIGN
3503,19,19,436,4957,5716,962,BENIGN
6365,13,13,160,1572,39847,227,BENIGN
5799,13,7,1173,4369,43837,336,BENIGN
6283,17,17,916,2242,64575,843,BENIGN
32412,41,99,24875,34803,65356,445,Infiltration
4638,19,3,1046,4575,25633,250,BENIGN
7343,5,15,577,3846,15492,556,BENIGN
40266,16,45,400,450,17509,8080,Bot
2157683,1811,10,77,0,14384,80,DDoS
7415,3,14,975,3075,44300,46,BENIGN
24009,35,46,330,752,53641,8080,Bot
5141,6,13,770,3981,27698,478,BENIGN
7954,9,8,975,2880,17314,627,BENIGN
69,2,0,0,0,6992,63080,PortScan
189,13,6,280,3888,4762,538,BENIGN
29196,38,27,621,957,44603,8080,Bot
8089,12,17,1421,2184,52315,747,BENIGN
6787,2,5,367,4112,36938,738,BENIGN
5015,11,4,1032,2036,43019,409,BENIGN
19486,66,68,7232,21344,42928,445,Infiltration
3319,1,5,816,3665,59761,294,BENIGN
2554780,4758,0,98,0,25720,80,DDoS
3480,12,12,102,4363,35076,187,BENIGN
1472,7,11,469,4795,37003,207,BENIGN
25,2,0,0,0,32304,64133,PortScan
65,2,0,0,0,10577,10287,PortScan
5355,7,14,274,213,15281,917,BENIGN
4320,5,8,801,1085,24546,25,BENIGN
5964,6,9,438,4328,32736,229,BENIGN
9148,18,16,980,2667,34976,605,BENIGN
9922,6,5,222,1912,42847,268,BENIGN
8329,7,5,429,2763,57345,315,BENIGN
24,2,0,0,0,31801,35136,PortScan
2251049,4236,6,70,0,57502,80,DDoS
2496,20,8,1177,2040,38157,222,BENIGN
9292,19,11,473,2584,7353,168,BENIGN
28,2,0,0,0,44921,1282,PortScan
6984,12,14,307,2183,28955,870,BENIGN
9388,10,17,482,4251,38462,283,BENIGN
1937,20,13,1335,1105,37799,703,BENIGN
2117038,4208,10,70,0,54181,80,DDoS
59,2,0,0,0,61069,15244,PortScan
98,2,0,0,0,17778,7760,PortScan
3792,14,19,853,1123,19466,151,BENIGN
2880,6,16,1059,3771,31208,584,BENIGN
8259,5,7,357,2280,64750,811,BENIGN
8368,8,16,124,4703,46486,499,BENIGN
239327,2312,3,82,0,57174,80,DDoS
1479,17,20,776,2796,3111,77,BENIGN
1994,6,8,321,633,25325,737,BENIGN
4020265,2277,7,91,0,6091,80,DDoS
4555,12,16,796,2459,59133,829,BENIGN
4925,4,14,230,1443,35587,656,BENIGN
5140,17,9,694,4801,57155,212,BENIGN
888,11,17,1304,406,18733,724,BENIGN
9288,14,7,1157,1678,47993,531,BENIGN
2106,17,19,206,2061,56780,515,BENIGN
5769,2,9,701,1571,55093,38,BENIGN
9903,13,20,677,2388,60856,736,BENIGN
2329,19,14,794,4536,17909,544,BENIGN
9566,2,9,1425,3094,23819,219,BENIGN
5009,11,3,328,1577,44755,641,BENIGN
8461,20,20,174,4924,52341,817,BENIGN
2826,3,11,437,2298,42606,202,BENIGN
1319,17,8,1344,1309,50259,19,BENIGN
845,12,1,825,163,23595,987,BENIGN
7907,4,5,773,3581,28570,65,BENIGN
11686,46,12,831,565,57315,8080,Bot
6653,14,13,1361,1199,19382,381,BENIGN
1315,13,6,1171,264,48242,601,BENIGN
24383,27,44,716,674,7069,8080,Bot
398,2,8,635,4024,17087,280,BENIGN
74,2,0,0,0,6210,55243,PortScan
4129,5,11,1304,983,39796,675,BENIGN
6422,10,4,427,1190,52589,197,BENIGN
206,11,3,1297,732,14838,248,BENIGN
6331,14,2,165,216,14009,527,BENIGN
12264,39,96,45286,27481,4274,445,Infiltration
3365677,4928,9,95,0,45704,80,DDoS
75389,80,29,11553,20792,46020,445,Infiltration
80,2,0,0,0,39607,54635,PortScan
8759,13,8,1460,1155,62337,423,BENIGN
4832,17,20,112,3211,10867,821,BENIGN
16486,21,9,658,832,57820,8080,Bot
1498,19,17,596,597,18569,229,BENIGN
6032,3,2,1064,4988,19393,458,BENIGN
9272,2,5,1429,2370,22290,375,BENIGN
8311,3,10,1370,4691,40841,486,BENIGN
9932,3,7,879,4088,57418,826,BENIGN
6715,10,1,1099,432,10840,136,BENIGN
3539,11,14,638,4334,56886,10,BENIGN
8781,19,8,80,3048,23902,545,BENIGN
2208862,1057,7,73,0,39873,80,DDoS
2433,8,18,1462,3821,21498,110,BENIGN
28360,21,16,723,855,18740,8080,Bot
426,16,8,757,2054,40327,449,BENIGN
8802,6,3,430,2932,57759,902,BENIGN
5401,14,16,105,807,43977,224,BENIGN
34521,8,6,569,780,20612,8080,Bot
56137,26,78,2815,43369,27211,445,Infiltration
8569,18,7,772,4148,24895,1000,BENIGN
1420,8,1,378,4435,2656,180,BENIGN
8441,20,20,1281,3035,18198,757,BENIGN
75,2,0,0,0,30529,65114,PortScan
5465,13,6,956,1387,59634,948,BENIGN
9265,12,7,692,4027,17313,522,BENIGN
6253,12,8,609,4282,1181,258,BENIGN
2051,11,2,572,476,15584,739,BENIGN
7810,13,7,1446,1380,58853,106,BENIGN
469,10,17,1378,2352,10059,557,BENIGN
81,2,0,0,0,28922,56035,PortScan
2114,5,3,465,2091,46181,455,BENIGN
